train_number,train_name,from_station,to_station,current_delay,delay_trend,accumulated_delay,segment_distance_km,current_speed_kmh,hist_avg_travel_time_min,hist_median_travel_time_min,scheduled_dwell_min,num_intermediate_stations,track_congestion_index,weather_impact_factor,hour_of_day,day_of_week,is_weekend,is_peak_hour,scheduled_segment_time_min,actual_dwell_min,actual_segment_travel_time_min,delay_increment_min
12759,Charminar Express,BZA,OGL,0,-0.5,14,140,101.8,99,100,8,4,0.76,0.03,1,6,1,0,91,13.4,100.2,14.6
12951,Mumbai Rajdhani,KTA,AGC,3,-0.5,9,468,97.0,290,288,8,11,0.9,0.4,12,5,1,0,278,10.3,297.6,21.9
12951,Mumbai Rajdhani,AGC,NDLS,22,-1.5,18,195,101.6,127,128,3,6,0.31,0.74,19,0,0,1,125,3.3,141.5,16.8
12701,Rajdhani Express,AGC,VGLJ,12,1.0,23,215,74.1,176,177,10,9,0.47,0.5,5,1,0,0,166,10.3,191.5,25.8
12626,Kerala Express,NGP,BZA,8,0.0,4,236,90.3,145,145,10,6,0.44,0.2,21,4,0,0,136,12.3,146.2,12.5
12702,Telangana Express,HYB,SC,0,0.0,12,10,88.5,19,21,3,1,0.77,0.62,3,5,1,0,8,8.5,34.8,32.3
12759,Charminar Express,BZA,OGL,13,0.0,19,140,96.5,103,101,3,5,0.2,0.75,8,0,0,1,92,4.2,109.3,18.5
12759,Charminar Express,HYB,SC,10,0.0,12,10,108.4,8,10,5,1,0.63,0.21,5,5,1,0,5,5.6,20.5,16.1
12626,Kerala Express,NDLS,AGC,0,0.0,0,195,74.2,164,165,10,6,0.2,0.44,4,1,0,0,157,10.0,177.1,20.1
12951,Mumbai Rajdhani,RTM,KTA,4,1.0,2,266,106.8,162,162,2,6,0.93,0.54,2,3,0,0,152,4.8,171.9,22.7
12702,Telangana Express,KZJ,BPQ,28,-0.5,29,235,100.0,157,155,2,8,0.8,0.22,3,4,0,0,150,5.5,168.4,21.9
12951,Mumbai Rajdhani,BRC,RTM,64,-1.5,61,260,72.1,220,223,5,7,0.16,0.65,1,1,0,0,213,5.2,242.2,29.4
12701,Rajdhani Express,VGLJ,BPL,1,0.0,10,290,66.2,273,272,10,11,0.81,0.15,8,3,0,1,265,15.4,292.3,32.7
12951,Mumbai Rajdhani,BRC,RTM,19,0.0,22,260,95.5,152,151,5,7,0.31,0.09,10,1,0,0,147,5.5,166.0,19.5
12701,Rajdhani Express,NDLS,AGC,21,0.0,27,195,56.6,170,171,5,6,0.3,0.07,21,3,0,0,165,7.9,189.6,27.5
12701,Rajdhani Express,VGLJ,BPL,0,-1.5,3,290,65.2,254,257,10,8,0.23,0.4,16,2,0,0,250,10.9,273.9,24.8
12951,Mumbai Rajdhani,AGC,NDLS,45,0.0,54,195,102.1,130,130,10,8,0.93,0.55,19,6,1,1,123,15.8,149.2,32.0
12701,Rajdhani Express,NDLS,AGC,15,0.0,13,195,72.0,180,180,10,6,0.85,0.47,7,0,0,1,171,13.8,192.7,25.5
12951,Mumbai Rajdhani,ST,BRC,0,-0.5,15,130,90.1,81,81,2,3,0.33,0.75,9,0,0,1,75,2.0,88.8,13.8
12626,Kerala Express,NGP,BZA,6,0.0,12,263,82.7,194,196,2,6,0.28,0.45,14,4,0,0,186,2.3,202.2,16.5
12702,Telangana Express,BPQ,NGP,0,1.0,2,210,77.7,188,191,8,7,0.6,0.17,15,3,0,0,184,11.2,198.2,17.4
12701,Rajdhani Express,AGC,VGLJ,15,-0.5,14,215,101.8,143,145,2,5,0.85,0.24,15,2,0,0,132,4.9,146.0,16.9
12626,Kerala Express,BZA,MAS,25,-0.5,27,430,63.4,362,364,8,12,0.47,0.33,8,1,0,1,359,9.6,393.4,36.0
12702,Telangana Express,SC,KZJ,2,-0.5,12,130,104.3,83,86,10,5,0.26,0.26,15,1,0,0,78,14.5,85.8,12.3
12951,Mumbai Rajdhani,AGC,NDLS,19,-0.5,18,195,95.0,126,126,5,6,0.4,0.4,19,5,1,1,124,5.5,137.2,13.7
12702,Telangana Express,HYB,SC,3,1.0,14,10,65.0,11,11,3,1,0.54,0.44,9,2,0,1,8,4.9,19.1,13.0
12951,Mumbai Rajdhani,AGC,NDLS,12,1.0,9,195,75.8,167,165,3,5,0.58,0.57,0,5,1,0,165,3.3,184.5,19.8
12702,Telangana Express,AGC,NDLS,16,0.0,22,195,62.8,164,163,2,5,0.41,0.19,8,0,0,1,154,2.3,177.2,23.5
12626,Kerala Express,SBC,ERS,8,1.0,10,580,80.0,417,416,10,13,0.94,0.42,7,3,0,1,413,11.6,446.5,35.1
12702,Telangana Express,NGP,BPL,10,0.0,9,390,83.3,293,296,10,10,0.59,0.17,9,1,0,1,286,10.2,311.2,25.4
12702,Telangana Express,AGC,NDLS,11,1.0,22,195,74.5,162,162,10,7,0.72,0.62,0,1,0,0,152,13.0,181.0,32.0
12702,Telangana Express,AGC,NDLS,7,-1.5,8,195,74.1,142,143,8,6,0.35,0.03,0,4,0,0,137,8.5,142.4,5.9
12701,Rajdhani Express,NDLS,AGC,75,2.5,81,195,100.2,122,120,8,5,0.66,0.13,20,3,0,1,118,11.2,142.7,27.9
12951,Mumbai Rajdhani,ST,BRC,26,-0.5,38,130,88.4,103,104,5,5,0.79,0.33,16,6,1,0,96,11.0,109.8,19.8
12702,Telangana Express,AGC,NDLS,0,-1.5,3,195,97.4,137,138,2,5,0.38,0.11,18,2,0,1,132,3.4,135.2,4.6
12951,Mumbai Rajdhani,AGC,NDLS,19,2.5,15,195,61.2,164,162,5,5,0.38,0.27,12,4,0,0,155,5.0,180.8,25.8
12759,Charminar Express,NLR,MAS,20,-0.5,15,175,99.4,118,116,8,7,0.42,0.47,20,5,1,1,111,9.0,123.6,13.6
12951,Mumbai Rajdhani,BRC,RTM,13,-0.5,27,260,60.6,235,237,8,6,0.79,0.19,16,5,1,0,224,12.9,251.9,32.8
12702,Telangana Express,BPQ,NGP,18,-0.5,15,210,73.8,163,163,3,5,0.16,0.59,15,3,0,0,156,3.4,175.3,19.7
12951,Mumbai Rajdhani,ST,BRC,8,1.0,8,130,108.4,82,80,3,4,0.67,0.4,8,1,0,1,77,5.6,91.6,17.2
12951,Mumbai Rajdhani,BRC,RTM,7,0.0,18,260,64.1,213,215,2,7,0.54,0.49,21,6,1,0,204,2.0,237.6,33.6
12702,Telangana Express,NGP,BPL,9,2.5,5,390,97.3,239,237,5,12,0.25,0.16,16,6,1,0,234,7.1,240.0,8.1
12702,Telangana Express,BPQ,NGP,0,0.0,0,210,68.7,167,167,3,6,0.94,0.15,2,2,0,0,157,4.7,178.8,23.5
12701,Rajdhani Express,AGC,VGLJ,0,5.0,0,215,62.3,183,181,2,6,0.22,0.08,15,1,0,0,181,2.0,203.7,22.7
12759,Charminar Express,HYB,SC,0,0.0,0,10,100.4,10,9,2,1,0.86,0.11,21,3,0,0,6,5.6,16.9,14.5
12702,Telangana Express,VGLJ,AGC,8,0.0,4,215,89.4,142,142,10,5,0.94,0.42,3,6,1,0,131,16.9,160.3,36.2
12701,Rajdhani Express,VGLJ,BPL,30,2.5,28,290,82.7,238,236,10,8,0.5,0.23,18,6,1,1,226,11.5,247.7,23.2
12759,Charminar Express,KZJ,BZA,55,2.5,56,210,84.3,134,137,8,8,0.65,0.78,7,0,0,1,131,12.0,164.8,37.8
12702,Telangana Express,BPL,VGLJ,1,1.0,12,290,88.0,199,198,3,8,0.51,0.31,2,2,0,0,191,5.4,208.5,19.9
12759,Charminar Express,KZJ,BZA,14,-0.5,13,210,95.0,125,123,2,6,0.87,0.62,1,4,0,0,120,4.0,148.0,30.0
12951,Mumbai Rajdhani,MMCT,ST,0,0.0,0,263,63.3,211,213,3,6,0.33,0.02,4,6,1,0,204,5.9,221.9,20.8
12701,Rajdhani Express,VGLJ,BPL,0,1.0,6,290,80.7,207,209,3,8,0.85,0.79,2,2,0,0,197,6.9,225.7,32.6
12951,Mumbai Rajdhani,MMCT,ST,18,1.0,33,263,94.5,167,166,10,6,0.25,0.21,3,5,1,0,162,12.9,173.6,14.5
12626,Kerala Express,VGLJ,BPL,8,1.0,10,290,96.8,174,176,5,8,0.39,0.45,12,1,0,0,162,8.6,183.1,24.7
12951,Mumbai Rajdhani,MMCT,ST,6,0.0,8,263,91.4,157,157,10,8,0.69,0.61,14,6,1,0,155,10.7,168.2,13.9
12759,Charminar Express,KZJ,BZA,4,5.0,5,210,75.8,162,162,10,8,0.57,0.5,11,0,0,0,156,10.0,177.6,21.6
12759,Charminar Express,SC,KZJ,4,0.0,5,130,52.7,122,124,3,5,0.16,0.17,23,2,0,0,116,4.4,133.1,18.5
12626,Kerala Express,SBC,ERS,42,-0.5,42,580,78.7,486,489,3,15,0.53,0.69,12,4,0,0,483,3.0,513.0,30.0
12701,Rajdhani Express,BPQ,KZJ,5,0.0,9,235,107.9,141,140,5,6,0.53,0.69,20,1,0,1,130,5.0,151.1,21.1
12626,Kerala Express,BZA,MAS,5,0.0,9,430,114.2,251,252,10,12,0.11,0.53,0,1,0,0,242,10.4,249.4,7.8
12702,Telangana Express,AGC,NDLS,13,5.0,18,195,78.5,140,141,10,7,0.47,0.32,18,0,0,1,128,13.1,150.0,25.1
12702,Telangana Express,AGC,NDLS,1,0.0,0,195,94.8,131,134,2,4,0.36,0.46,19,0,0,1,126,5.8,137.2,15.0
12951,Mumbai Rajdhani,KTA,AGC,1,0.0,8,468,59.0,407,408,5,13,0.64,0.54,6,2,0,0,401,7.5,444.7,46.2
12759,Charminar Express,NLR,MAS,0,1.0,0,175,104.5,109,109,10,5,0.66,0.73,22,5,1,0,107,13.6,128.3,24.9
12626,Kerala Express,AGC,VGLJ,13,0.0,27,215,98.0,151,153,2,7,0.45,0.07,11,2,0,0,140,2.9,151.9,12.8
12951,Mumbai Rajdhani,RTM,KTA,8,-1.5,10,266,97.0,154,155,5,6,0.82,0.39,7,3,0,1,152,8.4,166.7,18.1
12701,Rajdhani Express,SC,HYB,4,0.0,1,10,57.2,20,18,10,1,0.45,0.27,8,5,1,1,9,12.4,14.9,8.3
12702,Telangana Express,BPQ,NGP,3,0.0,10,210,79.3,147,145,2,6,0.44,0.61,12,6,1,0,141,2.9,160.6,20.5
12702,Telangana Express,BPQ,NGP,0,-1.5,3,210,95.0,121,122,5,7,0.92,0.25,22,1,0,0,116,8.8,131.2,19.0
12701,Rajdhani Express,NGP,BPQ,9,-0.5,9,210,81.8,166,168,8,5,0.55,0.76,23,0,0,0,164,9.3,186.2,23.5
12701,Rajdhani Express,BPQ,KZJ,6,-0.5,17,235,106.5,147,145,3,6,0.19,0.18,3,0,0,0,136,5.0,140.1,6.1
12626,Kerala Express,NDLS,AGC,11,0.0,11,195,84.5,141,142,8,5,0.1,0.51,1,1,0,0,134,11.1,148.5,17.6
12701,Rajdhani Express,AGC,VGLJ,22,0.0,18,215,92.8,155,155,10,5,0.45,0.33,9,5,1,1,146,10.5,165.6,20.1
12626,Kerala Express,AGC,VGLJ,32,-0.5,33,215,72.9,174,176,5,7,0.78,0.79,2,6,1,0,166,9.4,206.3,44.7
12702,Telangana Express,BPL,VGLJ,0,2.5,0,290,67.8,215,217,8,9,0.68,0.31,23,4,0,0,212,9.7,249.4,39.1
12701,Rajdhani Express,BPL,NGP,0,-0.5,0,390,92.8,229,231,5,15,0.39,0.56,9,4,0,1,220,5.3,234.0,14.3
12759,Charminar Express,HYB,SC,8,1.0,4,10,68.8,18,19,2,1,0.89,0.55,4,5,1,0,8,6.1,24.8,20.9
12951,Mumbai Rajdhani,MMCT,ST,0,0.0,5,263,65.7,211,209,10,6,0.45,0.6,7,3,0,1,209,11.1,237.6,29.7
12951,Mumbai Rajdhani,AGC,NDLS,23,1.0,33,195,64.8,175,177,2,5,0.12,0.13,22,2,0,0,172,2.0,191.5,19.5
12626,Kerala Express,BPL,NGP,7,0.0,3,390,63.3,326,324,10,11,0.81,0.64,0,3,0,0,321,13.8,364.1,46.9
12701,Rajdhani Express,AGC,VGLJ,0,-1.5,14,215,88.2,132,133,10,7,0.86,0.01,3,0,0,0,128,14.1,144.1,20.2
12626,Kerala Express,BPL,NGP,23,0.0,20,390,98.1,251,249,2,13,0.88,0.47,13,5,1,0,243,4.7,269.9,29.6
12951,Mumbai Rajdhani,AGC,NDLS,18,0.0,13,195,101.9,116,118,8,5,0.91,0.67,9,1,0,1,112,11.8,139.9,31.7
12759,Charminar Express,KZJ,BZA,10,-0.5,13,210,55.1,197,199,10,7,0.59,0.44,8,5,1,1,188,10.0,222.7,34.7
12701,Rajdhani Express,AGC,VGLJ,0,2.5,15,215,73.2,150,149,5,8,0.12,0.47,3,2,0,0,147,6.1,164.4,18.5
12759,Charminar Express,HYB,SC,13,0.0,15,10,80.2,14,14,5,1,0.19,0.3,1,5,1,0,7,6.1,19.8,13.9
12701,Rajdhani Express,NGP,BPQ,15,1.0,15,210,74.8,196,195,3,5,0.5,0.3,18,6,1,1,188,7.3,209.0,25.3
12951,Mumbai Rajdhani,RTM,KTA,21,-0.5,22,266,75.5,226,226,5,6,0.48,0.19,2,5,1,0,224,5.8,247.8,24.6
12626,Kerala Express,BPL,NGP,45,2.5,44,390,95.8,227,226,5,10,0.86,0.09,3,1,0,0,215,10.4,241.4,31.8
12702,Telangana Express,VGLJ,AGC,40,1.0,48,215,88.0,167,168,3,5,0.37,0.52,10,2,0,0,165,5.4,186.9,24.3
12702,Telangana Express,BPQ,NGP,0,-0.5,12,210,85.2,149,152,3,5,0.91,0.12,18,1,0,1,146,8.1,164.4,23.5
12759,Charminar Express,HYB,SC,69,-0.5,70,10,84.1,17,20,8,1,0.81,0.48,2,0,0,0,7,11.5,28.9,25.4
12759,Charminar Express,BZA,OGL,9,0.0,17,140,94.4,84,82,8,4,0.43,0.52,12,1,0,0,82,10.4,95.4,15.8
12701,Rajdhani Express,NDLS,AGC,4,0.0,10,195,85.8,132,135,5,5,0.38,0.53,18,0,0,1,128,5.1,145.1,17.2
12702,Telangana Express,AGC,NDLS,56,0.0,55,195,92.8,126,126,2,5,0.72,0.04,14,5,1,0,124,4.6,145.7,24.3
12759,Charminar Express,KZJ,BZA,62,0.0,67,210,57.5,196,194,8,5,0.89,0.04,0,3,0,0,185,9.7,218.8,35.5
12759,Charminar Express,BZA,OGL,57,1.0,53,140,100.9,98,101,10,5,0.64,0.25,14,4,0,0,87,12.3,105.1,20.4
12951,Mumbai Rajdhani,MMCT,ST,11,0.0,22,263,92.6,194,194,10,7,0.36,0.28,14,5,1,0,190,10.8,203.9,14.7
12759,Charminar Express,OGL,NLR,5,-0.5,12,115,88.2,85,84,2,3,0.51,0.48,10,1,0,0,79,5.1,97.0,21.1
12951,Mumbai Rajdhani,RTM,KTA,42,1.0,49,266,60.8,244,246,10,9,0.3,0.29,17,6,1,1,239,12.9,267.6,31.5
12626,Kerala Express,AGC,VGLJ,8,2.5,12,215,84.6,146,147,3,5,0.73,0.12,11,4,0,0,134,7.1,150.9,21.0
12701,Rajdhani Express,NGP,BPQ,1,-1.5,0,210,92.5,138,140,10,6,0.45,0.29,22,1,0,0,126,11.5,143.3,18.8
12759,Charminar Express,SC,KZJ,11,1.0,14,130,104.4,88,86,3,3,0.63,0.3,14,6,1,0,76,5.1,89.4,15.5
12759,Charminar Express,HYB,SC,7,0.0,11,10,115.0,8,11,5,1,0.27,0.51,9,2,0,1,6,6.5,20.3,15.8
12951,Mumbai Rajdhani,BRC,RTM,5,0.0,7,260,70.5,231,230,10,6,0.38,0.36,5,0,0,0,219,11.7,239.1,21.8
12951,Mumbai Rajdhani,ST,BRC,3,0.0,3,130,101.8,88,90,2,5,0.58,0.39,16,5,1,0,77,3.0,92.9,16.9
12626,Kerala Express,NDLS,AGC,53,0.0,61,195,88.0,142,141,3,6,0.84,0.35,13,5,1,0,133,7.4,166.5,37.9
12951,Mumbai Rajdhani,ST,BRC,7,-0.5,16,130,78.7,97,100,8,5,0.16,0.57,2,0,0,0,85,10.5,101.4,18.9
12701,Rajdhani Express,BPQ,KZJ,1,1.0,13,235,99.0,146,146,5,6,0.58,0.54,5,1,0,0,143,7.1,154.6,13.7
12701,Rajdhani Express,BPQ,KZJ,15,-0.5,26,235,77.8,168,170,2,8,0.51,0.01,21,3,0,0,161,2.5,179.8,19.3
12701,Rajdhani Express,BPQ,KZJ,44,-0.5,48,235,115.2,139,137,2,7,0.83,0.22,9,6,1,1,132,4.3,148.0,18.3
12702,Telangana Express,KZJ,BPQ,43,-0.5,51,235,70.6,206,205,3,7,0.37,0.34,1,6,1,0,198,3.0,228.2,30.2
12951,Mumbai Rajdhani,BRC,RTM,2,0.0,0,260,91.7,184,182,2,6,0.72,0.73,19,0,0,1,182,4.7,199.5,20.2
12626,Kerala Express,BZA,MAS,20,-1.5,31,430,82.9,278,280,3,10,0.88,0.04,16,2,0,0,275,6.8,296.1,24.9
12702,Telangana Express,BPQ,NGP,7,0.0,20,210,92.7,138,137,2,5,0.42,0.67,12,6,1,0,130,2.0,155.1,25.1
12759,Charminar Express,SC,KZJ,12,0.0,16,130,54.5,123,125,10,3,0.8,0.29,3,4,0,0,117,14.3,142.6,29.9
12626,Kerala Express,SBC,ERS,8,-0.5,7,580,99.4,358,357,2,15,0.78,0.46,3,1,0,0,353,5.5,366.5,17.0
12759,Charminar Express,NLR,MAS,18,-1.5,22,175,70.6,148,147,8,5,0.5,0.78,23,4,0,0,140,9.6,167.8,29.4
12951,Mumbai Rajdhani,MMCT,ST,1,2.5,0,263,84.5,200,201,5,10,0.73,0.07,7,2,0,1,188,9.3,208.4,24.7
12702,Telangana Express,KZJ,BPQ,60,-0.5,72,235,88.5,160,158,5,7,0.3,0.36,16,6,1,0,148,6.9,167.0,20.9
12626,Kerala Express,AGC,VGLJ,1,-1.5,6,215,64.8,181,182,3,6,0.53,0.78,0,3,0,0,170,3.0,199.3,29.3
12701,Rajdhani Express,NDLS,AGC,7,1.0,19,195,117.3,114,116,5,7,0.91,0.09,10,6,1,0,109,8.2,123.1,17.3
12951,Mumbai Rajdhani,KTA,AGC,0,-1.5,8,468,110.8,277,280,5,12,0.57,0.43,5,3,0,0,268,6.7,278.2,11.9
12626,Kerala Express,NDLS,AGC,25,0.0,34,195,102.3,125,124,2,5,0.13,0.36,9,5,1,1,118,5.1,116.4,1.5
12702,Telangana Express,VGLJ,AGC,4,0.0,1,215,98.7,140,143,2,7,0.25,0.68,19,3,0,1,132,4.8,148.0,18.8
12951,Mumbai Rajdhani,BRC,RTM,1,0.0,13,260,94.0,168,168,10,6,0.25,0.33,23,0,0,0,156,12.7,167.9,14.6
12626,Kerala Express,AGC,VGLJ,22,-0.5,22,215,69.1,188,186,2,8,0.84,0.06,1,1,0,0,181,7.5,205.6,30.1
12759,Charminar Express,SC,KZJ,0,-0.5,2,130,71.9,126,124,2,3,0.92,0.26,8,6,1,1,114,5.1,135.5,24.6
12951,Mumbai Rajdhani,MMCT,ST,50,0.0,65,263,90.7,174,174,2,8,0.94,0.22,23,1,0,0,172,6.2,202.0,34.2
12951,Mumbai Rajdhani,AGC,NDLS,14,0.0,15,195,65.3,191,194,5,7,0.37,0.65,1,6,1,0,180,6.4,210.8,32.2
12702,Telangana Express,AGC,NDLS,0,1.0,6,195,78.2,156,156,10,5,0.41,0.33,7,1,0,1,144,10.4,157.7,14.1
12626,Kerala Express,NGP,BZA,2,5.0,7,265,81.4,189,187,5,9,0.31,0.54,23,6,1,0,181,6.6,201.8,22.4
12759,Charminar Express,OGL,NLR,0,0.0,0,115,64.0,95,95,5,4,0.16,0.51,1,5,1,0,92,6.6,110.6,20.2
12702,Telangana Express,AGC,NDLS,57,1.0,56,195,76.2,144,145,8,5,0.44,0.21,0,1,0,0,135,9.6,155.9,22.5
12759,Charminar Express,NLR,MAS,0,0.0,0,175,113.6,113,111,2,4,0.69,0.35,16,2,0,0,101,3.4,117.6,18.0
12701,Rajdhani Express,NDLS,AGC,3,-1.5,13,195,107.8,119,119,3,7,0.27,0.17,2,2,0,0,112,4.1,117.5,6.6
12951,Mumbai Rajdhani,BRC,RTM,25,-1.5,35,260,72.8,225,227,5,7,0.3,0.39,7,1,0,1,223,7.8,244.2,24.0
12759,Charminar Express,BZA,OGL,4,0.0,14,140,95.0,98,98,3,3,0.74,0.54,14,2,0,0,92,11.2,113.6,29.8
12951,Mumbai Rajdhani,RTM,KTA,15,0.0,21,266,85.2,215,216,5,7,0.19,0.5,21,3,0,0,203,5.2,217.2,14.4
12701,Rajdhani Express,AGC,VGLJ,29,0.0,40,215,97.5,136,139,3,7,0.34,0.66,15,0,0,0,129,3.9,142.3,14.2
12759,Charminar Express,OGL,NLR,0,0.0,9,115,97.5,67,70,3,4,0.7,0.72,4,1,0,0,65,3.2,84.3,19.5
12626,Kerala Express,SBC,ERS,27,-0.5,30,580,97.5,370,368,5,16,0.29,0.24,18,3,0,1,366,7.4,380.0,16.4
12759,Charminar Express,HYB,SC,0,0.0,0,10,63.9,15,14,2,1,0.52,0.73,1,6,1,0,8,2.0,26.6,18.6
12701,Rajdhani Express,NDLS,AGC,0,0.0,0,195,84.0,151,153,3,5,0.15,0.75,17,3,0,1,142,4.3,154.8,14.1
12701,Rajdhani Express,AGC,VGLJ,0,0.0,7,215,103.4,136,137,2,7,0.78,0.64,1,2,0,0,124,4.7,146.7,25.4
12951,Mumbai Rajdhani,AGC,NDLS,0,0.0,6,195,82.2,156,157,2,6,0.52,0.31,19,5,1,1,150,2.9,159.2,10.1
12702,Telangana Express,BPQ,NGP,14,-0.5,10,210,112.9,124,124,5,6,0.87,0.52,16,6,1,0,122,10.3,140.7,24.0
12626,Kerala Express,BPL,NGP,0,0.0,11,390,69.2,327,326,8,11,0.7,0.04,20,5,1,1,322,10.4,343.8,24.2
12759,Charminar Express,OGL,NLR,0,-0.5,7,115,60.2,104,103,10,3,0.51,0.5,21,4,0,0,95,10.6,111.3,16.9
12702,Telangana Express,NGP,BPL,12,1.0,24,390,88.5,291,292,2,13,0.12,0.2,21,4,0,0,279,4.6,292.3,15.9
12701,Rajdhani Express,NGP,BPQ,17,0.0,28,210,62.1,185,187,3,8,0.7,0.22,13,6,1,0,177,3.6,203.4,27.0
12759,Charminar Express,SC,KZJ,8,-1.5,14,130,64.5,111,110,10,4,0.29,0.37,2,2,0,0,104,10.0,119.5,15.5
12759,Charminar Express,SC,KZJ,53,5.0,68,130,79.5,101,103,3,4,0.9,0.12,15,4,0,0,98,10.3,125.9,35.2
12701,Rajdhani Express,BPL,NGP,32,2.5,42,390,85.2,318,320,10,14,0.82,0.16,18,4,0,1,309,16.3,337.6,34.9
12759,Charminar Express,KZJ,BZA,0,-1.5,0,210,79.1,156,158,10,7,0.79,0.79,9,4,0,1,145,13.1,170.3,28.4
12701,Rajdhani Express,NGP,BPQ,0,2.5,5,210,111.3,119,118,3,5,0.92,0.12,7,0,0,1,117,8.4,131.7,20.1
12626,Kerala Express,NGP,BZA,16,-0.5,21,194,72.4,185,184,8,8,0.86,0.34,10,5,1,0,178,12.6,198.4,25.0
12759,Charminar Express,SC,KZJ,50,-1.5,56,130,83.5,107,106,5,5,0.79,0.68,4,1,0,0,95,8.0,125.8,33.8
12951,Mumbai Rajdhani,MMCT,ST,8,0.0,11,263,87.8,192,193,10,7,0.55,0.34,8,4,0,1,183,11.5,198.2,16.7
12759,Charminar Express,SC,KZJ,0,2.5,0,130,59.1,117,115,3,3,0.43,0.39,21,2,0,0,106,3.0,125.5,19.5
12701,Rajdhani Express,NGP,BPQ,17,-0.5,17,210,78.2,170,168,8,5,0.11,0.33,1,0,0,0,162,11.8,174.5,16.3
12626,Kerala Express,NGP,BZA,31,-0.5,35,196,82.9,152,154,10,8,0.57,0.46,14,5,1,0,150,10.5,174.2,24.7
12759,Charminar Express,SC,KZJ,3,0.0,16,130,76.5,115,113,10,4,0.92,0.04,20,1,0,1,104,14.5,124.7,25.2
12951,Mumbai Rajdhani,ST,BRC,6,-0.5,8,130,74.9,95,98,10,5,0.35,0.05,11,6,1,0,87,12.0,95.4,10.4
12701,Rajdhani Express,NGP,BPQ,43,-0.5,57,210,80.2,158,159,3,7,0.59,0.64,7,6,1,1,152,6.2,178.6,29.8
12626,Kerala Express,NDLS,AGC,0,0.0,5,195,93.8,124,125,5,7,0.29,0.31,18,4,0,1,116,5.7,123.7,8.4
12702,Telangana Express,VGLJ,AGC,1,2.5,9,215,55.9,206,207,3,7,0.79,0.15,14,1,0,0,197,5.8,231.3,37.1
12759,Charminar Express,BZA,OGL,0,0.0,14,140,66.2,129,131,10,5,0.59,0.36,5,5,1,0,122,13.1,139.3,20.4
12759,Charminar Express,SC,KZJ,3,-0.5,8,130,83.0,89,88,3,4,0.52,0.52,13,6,1,0,83,5.3,103.4,22.7
12701,Rajdhani Express,NDLS,AGC,11,1.0,17,195,100.0,131,132,8,5,0.26,0.54,8,2,0,1,122,12.3,132.7,15.0
12702,Telangana Express,NGP,BPL,5,2.5,18,390,68.5,316,314,3,12,0.28,0.22,18,3,0,1,312,4.5,339.7,29.2
12702,Telangana Express,KZJ,BPQ,0,0.0,0,235,117.6,139,140,2,8,0.6,0.56,6,3,0,0,131,3.2,148.9,19.1
12701,Rajdhani Express,BPQ,KZJ,16,0.0,30,235,81.1,186,188,8,7,0.86,0.52,7,2,0,1,176,14.0,200.6,30.6
12702,Telangana Express,SC,KZJ,15,-0.5,15,130,77.2,102,102,3,3,0.1,0.2,10,1,0,0,95,5.4,105.3,12.7
12701,Rajdhani Express,AGC,VGLJ,4,1.0,8,215,75.5,180,179,3,5,0.31,0.6,14,5,1,0,177,6.4,202.2,28.6
12951,Mumbai Rajdhani,BRC,RTM,8,-1.5,11,260,68.8,201,204,8,9,0.72,0.75,9,1,0,1,195,11.8,224.8,33.6
12759,Charminar Express,OGL,NLR,16,-0.5,20,115,102.6,75,73,8,3,0.47,0.71,3,5,1,0,68,8.2,78.1,10.3
12702,Telangana Express,SC,KZJ,0,5.0,10,130,112.5,83,86,3,4,0.74,0.73,15,1,0,0,74,7.9,96.3,27.2
12701,Rajdhani Express,KZJ,SC,23,-0.5,19,130,87.9,88,89,5,3,0.49,0.63,19,1,0,1,86,7.6,105.5,22.1
12701,Rajdhani Express,AGC,VGLJ,33,0.0,46,215,60.2,201,204,5,8,0.79,0.44,8,3,0,1,191,8.6,225.4,38.0
12701,Rajdhani Express,AGC,VGLJ,0,1.0,0,215,65.6,186,188,10,6,0.61,0.02,13,4,0,0,181,11.7,202.5,23.2
12626,Kerala Express,VGLJ,BPL,15,1.0,14,290,92.4,181,182,2,7,0.3,0.1,7,0,0,1,175,2.0,183.8,8.8
12701,Rajdhani Express,BPL,NGP,6,0.0,7,390,97.6,230,229,3,12,0.45,0.38,7,5,1,1,219,5.2,230.6,13.8
12951,Mumbai Rajdhani,MMCT,ST,7,1.0,17,263,84.1,199,200,5,9,0.33,0.4,12,0,0,0,190,5.0,206.7,16.7
12626,Kerala Express,SBC,ERS,0,0.0,1,580,65.5,474,476,10,21,0.28,0.13,9,0,0,1,469,12.3,502.7,36.0
12951,Mumbai Rajdhani,ST,BRC,30,0.0,38,130,74.5,98,97,2,5,0.63,0.65,19,2,0,1,88,2.0,113.7,25.7
12951,Mumbai Rajdhani,ST,BRC,34,-1.5,45,130,58.6,123,125,5,3,0.24,0.0,22,4,0,0,111,5.0,131.8,20.8
12951,Mumbai Rajdhani,RTM,KTA,4,-1.5,1,266,69.3,225,228,2,7,0.46,0.53,16,2,0,0,215,2.4,243.0,28.4
12759,Charminar Express,HYB,SC,58,-1.5,72,10,79.3,10,12,3,1,0.88,0.45,8,0,0,1,7,8.1,30.1,28.2
12701,Rajdhani Express,SC,HYB,17,-1.5,21,10,72.2,16,14,3,1,0.72,0.58,12,0,0,0,9,5.2,27.7,20.9
